
ESTUDIANTE|NOMGRADO|GRUPO|PROMEDIO1|PROMEDIO2|PROMEDIO3|PROMEDIO4|PromedioFinal|PUESTO1|PUESTO2|PUESTO3|PUESTO4|PuestoFinal|SEXO|ViveCon|NUMHERMANO|FechaNacimiento|ESTADCIVIL|ESTRATO|Retirado|ANO|ViveconMadre|ViveconPadre|ViveconAmbos|ViveconOtros|Casados|Solteros|Separados|UnionLibre|Viudo|RetiradoCluster|numgrado|Edad|Hombre|Mujer
20100008  |SEPTIMO                  |02|33,545|36,818|39,545|35,455|36,455|30|20|10|25|18|F|Madre|1 |2003|separado(a)(os)|2|0|2016|1|0|0|0|0|0|1|0|0|0|8|13|0|1
20100009  |QUINTO                   |04|40,400|42,600|42,400|41,800|41,900|9|7|7|8|7|F|Madre,Padre|2 |2004|union libre    |2|0|2014|0|0|1|0|0|0|0|1|0|0|6|10|0|1
20100010  |OCTAVO                   |02|32,500|32,083|38,417|36,167|34,917|21|19|8|10|16|M|Madre|1 |2004|viudo(a)       |2|0|2018|1|0|0|0|0|0|0|0|1|0|9|14|1|0
20100010  |SEGUNDO                  |01|34,091|34,636|34,545|38,273|35,727|28|27|25|17|26|M|Madre|1 |2004|viudo(a)       |2|0|2011|1|0|0|0|0|0|0|0|1|0|3|7|1|0
20100010  |TERCERO                  |01|35,400|36,700|34,700|35,375|35,900|16|16|18|18|19|M|Madre|1 |2004|viudo(a)       |2|0|2012|1|0|0|0|0|0|0|0|1|0|4|8|1|0
20100011  |NOVENO                   |05|30,455|32,000|34,273|33,727|32,636|30|28|27|28|29|M|Madre|1 |2004|soltero(a)(os) |3|0|2015|1|0|0|0|0|1|0|0|0|0|10|11|1|0
20100011  |PRIMERO                  |01|37,700|36,600|36,200|37,700|37,000|17|20|23|22|22|M|Madre|1 |2004|soltero(a)(os) |3|0|2010|1|0|0|0|0|1|0|0|0|0|2|6|1|0
20100011  |SEXTO                    |03|36,545|31,000|36,727|36,273|35,364|22|25|18|22|22|M|Madre|1 |2004|soltero(a)(os) |3|0|2016|1|0|0|0|0|1|0|0|0|0|7|12|1|0
20100011  |SEXTO                    |04|30,455|32,000|34,273|33,727|32,636|30|28|27|28|29|M|Madre|1 |2004|soltero(a)(os) |3|0|2015|1|0|0|0|0|1|0|0|0|0|7|11|1|0
20100014  |DECIMO                   |03|32,083|28,583|,000|30,583|,000|16|20|1|16|0|M|Madre|2 |2003|soltero(a)(os) |2|0|2021|1|0|0|0|0|1|0|0|0|0|11|18|1|0
20100014  |PRIMERO                  |01|39,800|39,000|41,200|40,600|40,200|12|17|10|12|12|M|Madre|2 |2003|soltero(a)(os) |2|0|2010|1|0|0|0|0|1|0|0|0|0|2|7|1|0
20100015  |QUINTO                   |02|35,700|36,500|39,800|42,600|38,700|16|20|10|6|11|M|Madre|3 |2004|separado(a)(os)|2|0|2014|1|0|0|0|0|0|1|0|0|0|6|10|1|0
20100015  |SEPTIMO                  |04|33,182|33,727|32,364|35,545|33,818|20|17|16|15|15|M|Madre|3 |2004|separado(a)(os)|2|0|2017|1|0|0|0|0|0|1|0|0|0|8|13|1|0
20100016  |CUARTO                   |03|34,800|32,800|34,700|37,000|34,800|24|24|27|21|25|M|Madre|1 |2003|soltero(a)(os) |1|0|2016|1|0|0|0|0|1|0|0|0|0|5|13|1|0
20100016  |NOVENO                   |02|33,750|35,167|,000|34,583|,000|23|17|1|18|0|M|Madre|1 |2003|soltero(a)(os) |1|0|2021|1|0|0|0|0|1|0|0|0|0|10|18|1|0
20100016  |SEXTO                    |04|34,273|31,273|34,455|33,000|33,545|20|25|19|27|23|M|Madre|1 |2003|soltero(a)(os) |1|0|2017|1|0|0|0|0|1|0|0|0|0|7|14|1|0
20100017  |CUARTO                   |02|35,800|34,900|35,400|34,700|35,500|23|23|18|23|24|F|Madre,Padre|1 |2003|union libre    |2|2018|2013|0|0|1|0|0|0|0|1|0|0|5|10|0|1
20100018  |DECIMO                   |05|42,250|40,417|41,500|41,583|,000|7|8|7|6|1|F|Madre,Padre|3 |2003|casado(a)(os)  |2|0|2020|0|0|1|0|1|0|0|0|0|0|11|17|0|1
20100019  |OCTAVO                   |03|36,167|34,167|37,583|34,333|35,667|14|14|12|21|15|F|Madre|1 |2003|separado(a)(os)|2|2020|2018|1|0|0|0|0|0|1|0|0|0|9|15|0|1
20100019  |SEGUNDO                  |01|38,000|37,818|34,182|35,545|36,545|20|18|27|25|24|F|Madre|1 |2003|separado(a)(os)|2|2020|2011|1|0|0|0|0|0|1|0|0|0|3|8|0|1
20100019  |SEXTO                    |01|32,545|36,909|35,455|36,091|35,364|21|4|9|12|8|F|Madre|1 |2003|separado(a)(os)|2|2020|2017|1|0|0|0|0|0|1|0|0|0|7|14|0|1
20100016  |QUINTO                   |01|34,800|32,800|34,700|37,000|34,800|24|24|27|21|25|M|Madre|1 |2003|soltero(a)(os) |1|0|2016|1|0|0|0|0|1|0|0|0|0|6|13|1|0
20100016  |QUINTO                   |02|34,600|32,800|36,000|36,100|35,000|20|24|20|18|20|M|Madre|1 |2003|soltero(a)(os) |1|0|2015|1|0|0|0|0|1|0|0|0|0|6|12|1|0
20100017  |OCTAVO                   |03|32,500|27,167|6,000|,000|30,083|27|25|31|1|25|F|Madre,Padre|1 |2003|union libre    |2|2018|2018|0|0|1|0|0|0|0|1|0|1|9|15|0|1
20100017  |TERCERO                  |02|36,800|39,500|35,800|40,000|38,100|19|13|24|11|17|F|Madre,Padre|1 |2003|union libre    |2|2018|2012|0|0|1|0|0|0|0|1|0|0|4|9|0|1
20100018  |SEGUNDO                  |01|45,636|41,182|41,545|43,000|43,091|4|11|8|7|7|F|Madre,Padre|3 |2003|casado(a)(os)  |2|0|2011|0|0|1|0|1|0|0|0|0|0|3|8|0|1
20100018  |SEPTIMO                  |02|35,091|33,455|29,818|31,636|32,727|25|30|31|33|30|F|Madre,Padre|3 |2003|casado(a)(os)  |2|0|2016|0|0|1|0|1|0|0|0|0|0|8|13|0|1
20100019  |OCTAVO                   |07|35,455|35,091|35,727|36,818|35,909|13|16|11|8|12|F|Madre|1 |2003|separado(a)(os)|2|2020|2016|1|0|0|0|0|0|1|0|0|0|9|13|0|1
20100020  |OCTAVO                   |02|37,250|34,333|34,250|31,750|34,500|7|17|15|24|15|M|Madre,Padre|4 |2002|casado(a)(os)  |2|0|2017|0|0|1|0|1|0|0|0|0|0|9|15|1|0
20100020  |SEGUNDO                  |03|39,750|41,917|40,833|40,500|40,917|3|2|2|1|2|M|Madre,Padre|4 |2002|casado(a)(os)  |2|0|2016|0|0|1|0|1|0|0|0|0|0|3|14|1|0
20100020  |UNDECIMO                 |02|33,250|31,750|,000|32,750|,000|31|32|1|33|0|M|Madre,Padre|4 |2002|casado(a)(os)  |2|0|2021|0|0|1|0|1|0|0|0|0|0|12|19|1|0
20100021  |OCTAVO                   |04|37,833|40,833|39,250|38,083|39,083|8|4|5|7|4|F|Madre,Padre|1 |2003|union libre    |2|0|2017|0|0|1|0|0|0|0|1|0|0|9|14|0|1
20100021  |SEGUNDO                  |01|46,000|45,364|42,727|45,364|44,818|2|2|7|2|2|F|Madre,Padre|1 |2003|union libre    |2|0|2011|0|0|1|0|0|0|0|1|0|0|3|8|0|1
20100021  |TERCERO                  |03|43,100|43,300|44,000|44,375|43,500|9|8|4|5|7|F|Madre,Padre|1 |2003|union libre    |2|0|2012|0|0|1|0|0|0|0|1|0|0|4|9|0|1
20100023  |NOVENO                   |03|36,167|33,750|30,500|33,667|,000|16|22|24|24|1|M|Madre,Padre|3 |2002|casado(a)(os)  |2|0|2020|0|0|1|0|1|0|0|0|0|0|10|18|1|0
20100023  |SEXTO                    |04|34,455|35,909|35,545|38,545|36,364|20|14|12|4|10|M|Madre,Padre|3 |2002|casado(a)(os)  |2|0|2016|0|0|1|0|1|0|0|0|0|0|7|14|1|0
20100025  |SEXTO                    |01|34,545|36,545|35,182|37,182|36,091|26|18|23|19|22|M|Padre|1 |2003|union libre    |2|2019|2015|0|1|0|0|0|0|0|1|0|0|7|12|1|0
20100026  |PRIMERO                  |01|35,400|35,600|38,400|38,800|37,500|25|22|17|17|21|F|Madre|1 |2002|union libre    |2|2016|2010|1|0|0|0|0|0|0|1|0|0|2|8|0|1
20100027  |CUARTO                   |03|36,700|36,600|35,400|36,600|36,300|19|19|15|18|21|F|Madre,Padre|1 |2003|union libre    |3|2020|2014|0|0|1|0|0|0|0|1|0|0|5|11|0|1
20100027  |PRIMERO                  |01|35,500|38,400|40,800|40,900|38,800|24|18|11|11|17|F|Madre,Padre|1 |2003|union libre    |3|2020|2010|0|0|1|0|0|0|0|1|0|0|2|7|0|1
20100027  |SEXTO                    |04|38,818|40,545|37,091|31,818|37,273|5|2|6|23|7|F|Madre,Padre|1 |2003|union libre    |3|2020|2016|0|0|1|0|0|0|0|1|0|0|7|13|0|1
20100029  |NOVENO                   |05|32,833|33,500|36,000|37,167|35,000|18|16|14|13|13|M|Madre,Padre|2 |2004|casado(a)(os)  |2|0|2018|0|0|1|0|1|0|0|0|0|0|10|14|1|0
20100029  |OCTAVO                   |04|34,333|32,417|33,083|32,333|33,250|18|20|20|18|18|M|Madre,Padre|2 |2004|casado(a)(os)  |2|0|2017|0|0|1|0|1|0|0|0|0|0|9|13|1|0
20100029  |TERCERO                  |02|33,200|32,500|36,300|38,222|34,900|26|23|22|15|25|M|Madre,Padre|2 |2004|casado(a)(os)  |2|0|2012|0|0|1|0|1|0|0|0|0|0|4|8|1|0
20100029  |UNDECIMO                 |02|35,417|35,667|36,083|35,667|,000|21|22|23|23|1|M|Madre,Padre|2 |2004|casado(a)(os)  |2|0|2020|0|0|1|0|1|0|0|0|0|0|12|16|1|0
20100030  |CUARTO                   |01|31,200|34,100|36,400|39,600|35,500|30|27|27|15|27|M|Padre|2 |2004|union libre    |2|0|2015|0|1|0|0|0|0|0|1|0|0|5|11|1|0
20100030  |CUARTO                   |03|31,400|31,000|34,800|31,700|32,300|32|28|26|31|29|M|Padre|2 |2004|union libre    |2|0|2016|0|1|0|0|0|0|0|1|0|0|5|12|1|0
20100030  |NOVENO                   |03|42,833|39,833|,000|41,500|,000|7|9|1|9|0|M|Padre|2 |2004|union libre    |2|0|2021|0|1|0|0|0|0|0|1|0|0|10|17|1|0
20100030  |QUINTO                   |01|31,400|31,000|34,800|31,700|32,300|32|28|26|31|29|M|Padre|2 |2004|union libre    |2|0|2016|0|1|0|0|0|0|0|1|0|0|6|12|1|0
20100030  |QUINTO                   |03|35,400|35,600|37,300|36,600|36,200|20|24|23|22|25|M|Padre|2 |2004|union libre    |2|0|2017|0|1|0|0|0|0|0|1|0|0|6|13|1|0
20100030  |SEPTIMO                  |03|30,818|33,545|35,091|37,455|34,273|20|14|12|7|13|M|Padre|2 |2004|union libre    |2|0|2019|0|1|0|0|0|0|0|1|0|0|8|15|1|0
20100032  |CUARTO                   |03|44,600|43,500|44,600|42,900|44,100|2|3|2|4|2|M|Madre,Padre|0 |2003|union libre    |2|0|2014|0|0|1|0|0|0|0|1|0|0|5|11|1|0
20100032  |QUINTO                   |01|44,600|43,500|44,600|42,900|44,100|2|3|2|4|2|M|Madre,Padre|0 |2003|union libre    |2|0|2014|0|0|1|0|0|0|0|1|0|0|6|11|1|0
20100017  |QUINTO                   |03|33,900|36,400|33,500|35,200|34,900|25|19|23|23|22|F|Madre,Padre|1 |2003|union libre    |2|2018|2014|0|0|1|0|0|0|0|1|0|0|6|11|0|1
20100017  |SEGUNDO                  |01|38,455|36,000|39,000|38,727|38,273|18|24|17|16|19|F|Madre,Padre|1 |2003|union libre    |2|2018|2011|0|0|1|0|0|0|0|1|0|0|3|8|0|1
20100018  |NOVENO                   |05|39,083|39,333|35,083|36,083|37,583|7|5|14|14|9|F|Madre,Padre|3 |2003|casado(a)(os)  |2|0|2019|0|0|1|0|1|0|0|0|0|0|10|16|0|1
20100018  |QUINTO                   |01|39,700|37,200|34,900|39,200|37,800|9|17|18|11|15|F|Madre,Padre|3 |2003|casado(a)(os)  |2|0|2014|0|0|1|0|1|0|0|0|0|0|6|11|0|1
20100018  |SEPTIMO                  |04|39,000|39,091|36,818|37,182|38,273|9|8|9|11|8|F|Madre,Padre|3 |2003|casado(a)(os)  |2|0|2015|0|0|1|0|1|0|0|0|0|0|8|12|0|1
20100018  |SEXTO                    |01|39,000|39,091|36,818|37,182|38,273|9|8|9|11|8|F|Madre,Padre|3 |2003|casado(a)(os)  |2|0|2015|0|0|1|0|1|0|0|0|0|0|7|12|0|1
20100018  |TERCERO                  |01|41,000|40,800|40,600|40,875|40,900|4|5|5|5|5|F|Madre,Padre|3 |2003|casado(a)(os)  |2|0|2012|0|0|1|0|1|0|0|0|0|0|4|9|0|1
20100019  |NOVENO                   |04|38,909|38,917|35,833|39,500|38,167|11|9|12|9|11|F|Madre|1 |2003|separado(a)(os)|2|2020|2019|1|0|0|0|0|0|1|0|0|0|10|16|0|1
20100019  |PRIMERO                  |01|37,000|39,600|40,000|40,400|39,500|19|14|12|13|16|F|Madre|1 |2003|separado(a)(os)|2|2020|2010|1|0|0|0|0|0|1|0|0|0|2|7|0|1
20100019  |QUINTO                   |02|32,900|35,800|33,100|36,700|34,600|23|21|27|21|25|F|Madre|1 |2003|separado(a)(os)|2|2020|2014|1|0|0|0|0|0|1|0|0|0|6|11|0|1
20100020  |NOVENO                   |02|31,750|32,083|34,083|38,500|34,333|25|24|21|13|22|M|Madre,Padre|4 |2002|casado(a)(os)  |2|0|2018|0|0|1|0|1|0|0|0|0|0|10|16|1|0
20100021  |SEPTIMO                  |02|38,000|40,727|40,636|41,636|40,273|11|7|8|2|6|F|Madre,Padre|1 |2003|union libre    |2|0|2016|0|0|1|0|0|0|0|1|0|0|8|13|0|1
20100023  |QUINTO                   |02|34,100|34,600|36,400|35,200|35,300|21|23|19|24|23|M|Madre,Padre|3 |2002|casado(a)(os)  |2|0|2014|0|0|1|0|1|0|0|0|0|0|6|12|1|0
20100023  |SEXTO                    |01|30,909|35,909|33,727|37,000|34,636|26|9|13|9|10|M|Madre,Padre|3 |2002|casado(a)(os)  |2|0|2017|0|0|1|0|1|0|0|0|0|0|7|15|1|0
20100025  |CUARTO                   |03|37,000|34,700|36,000|37,400|36,400|15|22|19|21|21|M|Padre|1 |2003|union libre    |2|2019|2013|0|1|0|0|0|0|0|1|0|0|5|10|1|0
20100025  |PRIMERO                  |01|44,800|43,200|42,000|41,900|43,400|4|4|8|9|6|M|Padre|1 |2003|union libre    |2|2019|2010|0|1|0|0|0|0|0|1|0|0|2|7|1|0
20100026  |SEGUNDO                  |01|33,727|40,000|37,091|34,636|36,364|29|14|20|29|25|F|Madre|1 |2002|union libre    |2|2016|2011|1|0|0|0|0|0|0|1|0|0|3|9|0|1
20100026  |TERCERO                  |02|34,600|34,800|33,600|34,200|34,400|27|27|29|27|31|F|Madre|1 |2002|union libre    |2|2016|2013|1|0|0|0|0|0|0|1|0|0|4|11|0|1
20100027  |OCTAVO                   |07|38,818|40,545|37,091|31,818|37,273|5|2|6|23|7|F|Madre,Padre|1 |2003|union libre    |3|2020|2016|0|0|1|0|0|0|0|1|0|0|9|13|0|1
20100027  |SEXTO                    |01|30,364|36,000|30,818|37,273|33,636|27|8|19|8|17|F|Madre,Padre|1 |2003|union libre    |3|2020|2017|0|0|1|0|0|0|0|1|0|0|7|14|0|1
20100028  |DECIMO                   |03|37,000|38,583|39,167|36,833|38,250|10|7|5|10|7|M|Madre,Padre|1 |2003|union libre    |2|0|2019|0|0|1|0|0|0|0|1|0|0|11|16|1|0
20100028  |NOVENO                   |03|38,500|37,500|36,500|38,917|37,833|9|12|12|6|11|M|Madre,Padre|1 |2003|union libre    |2|0|2018|0|0|1|0|0|0|0|1|0|0|10|15|1|0
20100028  |SEPTIMO                  |03|41,545|41,545|40,545|36,909|40,455|2|4|4|10|4|M|Madre,Padre|1 |2003|union libre    |2|0|2016|0|0|1|0|0|0|0|1|0|0|8|13|1|0
20100029  |DECIMO                   |04|37,083|32,667|39,250|34,917|36,083|11|17|5|16|13|M|Madre,Padre|2 |2004|casado(a)(os)  |2|0|2019|0|0|1|0|1|0|0|0|0|0|11|15|1|0
20100029  |SEGUNDO                  |01|34,182|34,273|34,818|38,091|35,455|27|28|24|18|27|M|Madre,Padre|2 |2004|casado(a)(os)  |2|0|2011|0|0|1|0|1|0|0|0|0|0|3|7|1|0
20100032  |OCTAVO                   |03|35,583|35,583|34,833|36,583|35,917|18|16|20|16|15|M|Madre,Padre|0 |2003|union libre    |2|0|2017|0|0|1|0|0|0|0|1|0|0|9|14|1|0
20100032  |PRIMERO                  |01|47,000|48,000|45,600|48,200|47,200|1|2|2|1|1|M|Madre,Padre|0 |2003|union libre    |2|0|2010|0|0|1|0|0|0|0|1|0|0|2|7|1|0
20100032  |SEXTO                    |01|40,000|39,182|34,182|37,727|38,000|7|7|15|9|10|M|Madre,Padre|0 |2003|union libre    |2|0|2015|0|0|1|0|0|0|0|1|0|0|7|12|1|0
20100032  |UNDECIMO                 |02|42,750|42,583|43,833|43,000|,000|9|9|7|10|1|M|Madre,Padre|0 |2003|union libre    |2|0|2020|0|0|1|0|0|0|0|1|0|0|12|17|1|0
20100033  |CUARTO                   |01|32,500|35,500|35,500|37,000|35,300|27|23|22|23|24|M|Madre|2 |2003|soltero(a)(os) |2|0|2013|1|0|0|0|0|1|0|0|0|0|5|10|1|0
20100033  |NOVENO                   |05|36,091|34,364|32,636|36,455|35,000|23|23|29|22|25|M|Madre|2 |2003|soltero(a)(os) |2|0|2015|1|0|0|0|0|1|0|0|0|0|10|12|1|0
20100020  |TERCERO                  |01|32,400|35,200|34,100|38,000|34,500|20|19|20|11|22|M|Madre,Padre|4 |2002|casado(a)(os)  |2|0|2012|0|0|1|0|1|0|0|0|0|0|4|10|1|0
20100023  |CUARTO                   |03|34,700|33,300|35,800|38,900|35,800|20|27|20|14|22|M|Madre,Padre|3 |2002|casado(a)(os)  |2|0|2013|0|0|1|0|1|0|0|0|0|0|5|11|1|0
20100023  |OCTAVO                   |03|30,750|35,667|37,333|35,917|35,083|26|11|9|10|13|M|Madre,Padre|3 |2002|casado(a)(os)  |2|0|2019|0|0|1|0|1|0|0|0|0|0|9|17|1|0
20100023  |SEPTIMO                  |04|30,909|35,909|33,727|37,000|34,636|26|9|13|9|10|M|Madre,Padre|3 |2002|casado(a)(os)  |2|0|2017|0|0|1|0|1|0|0|0|0|0|8|15|1|0
20100023  |SEXTO                    |02|29,273|30,727|29,727|34,091|31,000|30|29|25|26|28|M|Madre,Padre|3 |2002|casado(a)(os)  |2|0|2015|0|0|1|0|1|0|0|0|0|0|7|13|1|0
20100025  |NOVENO                   |05|34,545|36,545|35,182|37,182|36,091|26|18|23|19|22|M|Padre|1 |2003|union libre    |2|2019|2015|0|1|0|0|0|0|0|1|0|0|10|12|1|0
20100025  |SEXTO                    |05|36,500|38,600|36,400|36,000|36,900|18|12|19|20|19|M|Padre|1 |2003|union libre    |2|2019|2014|0|1|0|0|0|0|0|1|0|0|7|11|1|0
20100026  |CUARTO                   |03|34,400|34,100|34,900|36,100|35,000|25|23|26|25|26|F|Madre|1 |2002|union libre    |2|2016|2015|1|0|0|0|0|0|0|1|0|0|5|13|0|1
20100027  |SEGUNDO                  |01|39,818|41,182|40,818|39,455|40,455|14|11|10|12|12|F|Madre,Padre|1 |2003|union libre    |3|2020|2011|0|0|1|0|0|0|0|1|0|0|3|8|0|1
20100027  |TERCERO                  |01|37,700|38,600|35,900|37,375|37,300|12|11|17|13|16|F|Madre,Padre|1 |2003|union libre    |3|2020|2012|0|0|1|0|0|0|0|1|0|0|4|9|0|1
20100028  |PRIMERO                  |01|45,000|42,200|45,400|45,800|45,100|3|6|3|4|3|M|Madre,Padre|1 |2003|union libre    |2|0|2010|0|0|1|0|0|0|0|1|0|0|2|7|1|0
20100028  |SEXTO                    |02|41,364|43,182|43,000|42,364|42,636|3|3|2|4|2|M|Madre,Padre|1 |2003|union libre    |2|0|2015|0|0|1|0|0|0|0|1|0|0|7|12|1|0
20100028  |TERCERO                  |02|43,000|42,900|43,600|42,667|43,400|9|6|4|7|5|M|Madre,Padre|1 |2003|union libre    |2|0|2012|0|0|1|0|0|0|0|1|0|0|4|9|1|0
20100029  |PRIMERO                  |01|39,000|39,200|39,600|35,800|38,200|14|15|14|26|19|M|Madre,Padre|2 |2004|casado(a)(os)  |2|0|2010|0|0|1|0|1|0|0|0|0|0|2|6|1|0
20100030  |OCTAVO                   |03|35,417|31,417|37,333|34,667|,000|21|25|12|17|0|M|Padre|2 |2004|union libre    |2|0|2020|0|1|0|0|0|0|0|1|0|0|9|16|1|0
20100030  |PRIMERO                  |01|33,100|32,600|32,200|33,600|33,100|30|30|26|28|29|M|Padre|2 |2004|union libre    |2|0|2010|0|1|0|0|0|0|0|1|0|0|2|6|1|0
20100030  |TERCERO                  |01|32,700|30,600|33,900|33,700|32,800|34|31|30|29|33|M|Padre|2 |2004|union libre    |2|0|2013|0|1|0|0|0|0|0|1|0|0|4|9|1|0
20100030  |TERCERO                  |01|36,700|35,100|32,500|36,900|35,500|15|18|27|22|24|M|Padre|2 |2004|union libre    |2|0|2014|0|1|0|0|0|0|0|1|0|0|4|10|1|0
20100032  |NOVENO                   |03|34,250|34,083|33,667|35,750|34,583|15|19|19|17|18|M|Madre,Padre|0 |2003|union libre    |2|0|2018|0|0|1|0|0|0|0|1|0|0|10|15|1|0
20100032  |SEPTIMO                  |04|40,000|39,182|34,182|37,727|38,000|7|7|15|9|10|M|Madre,Padre|0 |2003|union libre    |2|0|2015|0|0|1|0|0|0|0|1|0|0|8|12|1|0
20100033  |SEXTO                    |04|36,091|34,364|32,636|36,455|35,000|23|23|29|22|25|M|Madre|2 |2003|soltero(a)(os) |2|0|2015|1|0|0|0|0|1|0|0|0|0|7|12|1|0
20100037  |SEXTO                    |01|34,000|34,818|30,455|35,364|33,818|16|11|21|16|15|M|Padre|1 |2004|union libre    |2|0|2017|0|1|0|0|0|0|0|1|0|0|7|13|1|0
20100037  |SEXTO                    |02|35,091|32,909|32,273|35,636|34,000|23|25|21|19|22|M|Padre|1 |2004|union libre    |2|0|2015|0|1|0|0|0|0|0|1|0|0|7|11|1|0
20100037  |TERCERO                  |01|32,200|36,700|39,000|37,000|36,400|21|16|8|15|18|M|Padre|1 |2004|union libre    |2|0|2012|0|1|0|0|0|0|0|1|0|0|4|8|1|0
20100038  |QUINTO                   |03|39,700|42,500|40,400|43,300|41,700|11|4|7|3|6|F|Madre,Padre|2 |2004|union libre    |2|0|2014|0|0|1|0|0|0|0|1|0|0|6|10|0|1
20100038  |SEPTIMO                  |03|36,818|37,818|37,364|36,818|37,455|9|10|9|11|8|F|Madre,Padre|2 |2004|union libre    |2|0|2016|0|0|1|0|0|0|0|1|0|0|8|12|0|1
20100039  |DECIMO                   |04|36,167|35,667|35,917|37,250|36,333|15|9|13|7|11|M|Madre|3 |2002|soltero(a)(os) |3|0|2019|1|0|0|0|0|1|0|0|0|0|11|17|1|0
20100039  |SEGUNDO                  |06|38,600|38,200|41,200|41,200|39,900|19|19|7|4|13|M|Madre|3 |2002|soltero(a)(os) |3|0|2011|1|0|0|0|0|1|0|0|0|0|3|9|1|0
20100039  |SEXTO                    |06|34,455|35,273|33,909|33,455|34,364|21|20|23|27|22|M|Madre|3 |2002|soltero(a)(os) |3|0|2015|1|0|0|0|0|1|0|0|0|0|7|13|1|0
20100040  |SEPTIMO                  |03|32,182|29,000|29,909|27,455|29,909|26|36|31|35|33|M|Madre,Padre|2 |2004|union libre    |2|2018|2016|0|0|1|0|0|0|0|1|0|0|8|12|1|0
20100020  |CUARTO                   |03|34,100|34,900|35,000|36,700|35,300|24|23|17|17|23|M|Madre,Padre|4 |2002|casado(a)(os)  |2|0|2014|0|0|1|0|1|0|0|0|0|0|5|12|1|0
20100020  |SEPTIMO                  |04|39,750|41,917|40,833|40,500|40,917|3|2|2|1|2|M|Madre,Padre|4 |2002|casado(a)(os)  |2|0|2016|0|0|1|0|1|0|0|0|0|0|8|14|1|0
20100021  |NOVENO                   |04|37,917|38,500|40,250|38,750|39,083|9|4|6|10|7|F|Madre,Padre|1 |2003|union libre    |2|0|2018|0|0|1|0|0|0|0|1|0|0|10|15|0|1
20100021  |QUINTO                   |03|43,500|42,100|44,000|44,700|43,600|3|5|1|2|2|F|Madre,Padre|1 |2003|union libre    |2|0|2014|0|0|1|0|0|0|0|1|0|0|6|11|0|1
20100023  |OCTAVO                   |04|32,667|29,583|35,750|31,167|32,417|11|17|8|16|15|M|Madre,Padre|3 |2002|casado(a)(os)  |2|0|2018|0|0|1|0|1|0|0|0|0|0|9|16|1|0
20100023  |OCTAVO                   |07|34,455|35,909|35,545|38,545|36,364|20|14|12|4|10|M|Madre,Padre|3 |2002|casado(a)(os)  |2|0|2016|0|0|1|0|1|0|0|0|0|0|9|14|1|0
20100023  |PRIMERO                  |01|42,100|42,400|41,600|39,400|41,400|8|5|9|15|10|M|Madre,Padre|3 |2002|casado(a)(os)  |2|0|2010|0|0|1|0|1|0|0|0|0|0|2|8|1|0
20100023  |SEGUNDO                  |01|41,000|38,273|37,091|38,818|39,182|12|17|20|15|16|M|Madre,Padre|3 |2002|casado(a)(os)  |2|0|2011|0|0|1|0|1|0|0|0|0|0|3|9|1|0
20100025  |OCTAVO                   |01|29,500|29,750|31,250|27,333|29,583|29|31|27|30|27|M|Padre|1 |2003|union libre    |2|2019|2017|0|1|0|0|0|0|0|1|0|0|9|14|1|0
20100025  |OCTAVO                   |01|32,833|32,333|33,667|32,000|32,833|23|24|23|25|26|M|Padre|1 |2003|union libre    |2|2019|2018|0|1|0|0|0|0|0|1|0|0|9|15|1|0
20100027  |SEPTIMO                  |04|30,364|36,000|30,818|37,273|33,636|27|8|19|8|17|F|Madre,Padre|1 |2003|union libre    |3|2020|2017|0|0|1|0|0|0|0|1|0|0|8|14|0|1
20100028  |CUARTO                   |02|43,100|42,800|43,800|43,300|43,300|8|4|3|5|6|M|Madre,Padre|1 |2003|union libre    |2|0|2013|0|0|1|0|0|0|0|1|0|0|5|10|1|0
20100029  |QUINTO                   |03|37,500|35,400|36,300|37,200|36,700|17|22|18|17|18|M|Madre,Padre|2 |2004|casado(a)(os)  |2|0|2014|0|0|1|0|1|0|0|0|0|0|6|10|1|0
20100029  |SEXTO                    |03|38,273|39,636|38,364|34,182|37,818|12|6|11|23|15|M|Madre,Padre|2 |2004|casado(a)(os)  |2|0|2015|0|0|1|0|1|0|0|0|0|0|7|11|1|0
20100030  |SEGUNDO                  |01|31,727|31,909|32,636|32,909|32,273|30|31|30|33|32|M|Padre|2 |2004|union libre    |2|0|2011|0|1|0|0|0|0|0|1|0|0|3|7|1|0
20100030  |SEGUNDO                  |02|33,636|37,545|36,000|35,818|36,000|29|22|34|26|30|M|Padre|2 |2004|union libre    |2|0|2012|0|1|0|0|0|0|0|1|0|0|3|8|1|0
20100032  |CUARTO                   |02|44,500|42,700|41,400|43,300|43,100|5|5|9|5|7|M|Madre,Padre|0 |2003|union libre    |2|0|2013|0|0|1|0|0|0|0|1|0|0|5|10|1|0
20100032  |SEGUNDO                  |01|46,909|46,000|46,091|46,364|46,182|1|1|1|1|1|M|Madre,Padre|0 |2003|union libre    |2|0|2011|0|0|1|0|0|0|0|1|0|0|3|8|1|0
20100032  |SEPTIMO                  |03|36,273|38,455|35,455|36,636|36,818|10|9|16|13|11|M|Madre,Padre|0 |2003|union libre    |2|0|2016|0|0|1|0|0|0|0|1|0|0|8|13|1|0
20100033  |OCTAVO                   |04|32,917|32,750|34,250|31,667|33,167|22|19|16|20|19|M|Madre|2 |2003|soltero(a)(os) |2|0|2017|1|0|0|0|0|1|0|0|0|0|9|14|1|0
